image;caption
2035511078.jpg; Two women and a girl dressed up to take a photo in the great outdoors .
4068478227.jpg; A man is playing a recorder while he holds a carrier containing many more of the same instrument .
4068478227.jpg; A man in a dark , long-sleeved shirt is playing a wooden flute , while under the crook of his left arm is a large pole , at the top of which are dozens of flutes that are similar to the one he is playing , fanned out above his head like a flower .
4068478227.jpg; A man with a bouquet of recorders is playing one of them .
485341861.jpg; Two people talking to someone running for a position .
485341861.jpg; Three people are standing in front of a sign that has an american flag on it .
485341861.jpg;" Three adults standing in front of a sign that says "" vote "" and an American flag ."
468310111.jpg; A calf is running in the fields while cows look on .
468310111.jpg; A black and white dog running in the grass where there are some cows .
468310111.jpg; A cow herd grazing in the pasture with a dog running in the foreground .
3519815055.jpg; A youth in red swim trunks jumps into the water from a wooden board .
3519815055.jpg; A boy jumping off a yellow spring board .
3519815055.jpg; A child jumps off a swing set into a swimming pool .
897406883.jpg; A toddler in dirty jeans attempts to pull a younger child in a wagon .
897406883.jpg; A toddler in a red jacket and jeans pulling another toddler wearing a green hat and jacket and red paints in a red wagon .
897406883.jpg; One child pulls another , sitting in a red wagon , along the sand .
5436966915.jpg; A person dressed in a red and black snowsuit skis downs a mountain .
5436966915.jpg; A man with a white helmet and red pants skis down a slope .
5436966915.jpg; A skier is leaning to one side to dig their skis into the snow .
4441842421.jpg;" This man is wearing a shirt that says "" coolest dad in the world "" ."
4441842421.jpg; A guy in a blue t-shirt is in the park .
4441842421.jpg; A man stands in field next to a blue bucket .
1126450961.jpg; A man in a business suit talking on the phone and carrying a briefcase walking by a mirrored building .
1126450961.jpg; A businessman in a suit is running .
1126450961.jpg; A man in a black suit and briefcase hurrying somewhere , while talking on his cellphone .
2747436384.jpg; Four young men are sitting on the beach under a crashing wave .
2747436384.jpg; Four boys are about to be hit by an approaching wave .
2747436384.jpg; Boys with their backs against an incoming wave .
3307147971.jpg; A man and a woman ride scooter like vehicles
3307147971.jpg; Two people wearing helmets ride over the yellow and white flowers .
3307147971.jpg; Two people on scooters in a field of flowers .
289860281.jpg; A girl in a black hat wears a bikini at the beach .
289860281.jpg; Young lady in bikini lying on the beach
289860281.jpg; Girl with black hat and sunglasses lying on towel at beach
339056745.jpg; Fishermen at the sandy beach side by side throwing the net to the ocean .
339056745.jpg; A group of men pulling a fishing net onto the beach .
339056745.jpg; A group of people in a beach standing in sand holding a net , while another group of people stand in the sea holding the rest of the net .
5897874398.jpg; Young cheerleaders in Pink and white colors perform their routine on a small , wet stage .
5897874398.jpg; Many child cheerleaders in pink and white outfits put on a show .
5897874398.jpg; A group of young cheerleaders in pink and white costumes perform on a stage .
2197552440.jpg; Two spectators are watching a tennis match .
2197552440.jpg; A tennis player in red shorts is hitting the tennis ball .
2197552440.jpg; Tennis player trying to reach the ball .
250892549.jpg; Two tan dogs play with a blue toy in a green field of grass .
250892549.jpg; The two tan dogs greet each other in the green grass .
250892549.jpg; a golden dog with a blue object in its mouth stands next to another golden dog in front of a green fence in a grassy field .
364213568.jpg; A dog is chasing another dog carrying a toy .
364213568.jpg; One dog is chasing another dog that is carrying something in its mouth along the beach .
364213568.jpg; a dog with a yellow toy is being chased by another dog
4464176007.jpg; Man reads newspaper in a park while drinking Starbuck 's coffee .
4464176007.jpg; A well dressed man drinking coffee and reading the paper on a park bench .
4464176007.jpg; A man sitting on a bench in a park reads the newspaper .
468613340.jpg; A large amount of people carrying flags attending an event .
468613340.jpg; A mob of people are holding flags .
468613340.jpg; A large crowd with several flags stands outside behind a blue Birmingham banner .
2510020918.jpg; A boy crawling through a cement pipeline
2510020918.jpg; A young boy dressed in a black hoodie crawling through a large , white tube .
2510020918.jpg; Boy crawling through a cement tunnel .
4339049202.jpg; Children are gathered at a statue inside a museum .
4339049202.jpg; A group of children standing around a statue in a lobby .
4339049202.jpg; Several people standing around a statue
2147866213.jpg; A man is sitting with his brown and white dog .
2147866213.jpg; a man wearing glasses is seated holding a small dog on a leash and a long neck bottle
2147866213.jpg; A man holds a dog and a beer while sitting in a floral armchair .
719156655.jpg; Two young girls , one looking up , one very unhappy .
719156655.jpg; A little girl with smudged face paint appears unhappy on the playground .
719156655.jpg; A young girl with pink dice in her brown hair has a sad look on her face .
2923386532.jpg; Two towers made of flashy fabric with weird heads on top of them are facing each other on a roadway .
2923386532.jpg; Two odd statue like costumes are being worn in a street , they are surrounded by others at what appears to be a festival .
2923386532.jpg; Two people wearing odd alien-like costumes , one blue and one purple , are standing in a road .
2807437977.jpg; A woman in a white wedding dress is being walked down the isle by an older man and woman while other people watch from pews .
2807437977.jpg; A wedding ceremony in a church .
2807437977.jpg; A bride and groom walking down the isle in a church .
4588980563.jpg; A group of artists paint on the street .
4588980563.jpg; Five people are painting outside on the sidewalk using spray cans .
4588980563.jpg; A group of men paint on a series of canvasses in front of a brick wall on a public street .
3586467065.jpg; Two young males , one in a black t-shirt and the other in a gray t-shirt , are playing kickball in a lake .
3586467065.jpg; Two boys are playing soccer in the water at the beach .
3586467065.jpg; Two young men are playing with a soccer ball on wet sand .
4220038431.jpg; A woman in a tank top and sunglasses stands in a field .
4220038431.jpg; A woman standing at an event .
4220038431.jpg; A blond woman in a green skirt overlooks as something is happening .
1301532463.jpg; People on a crowded train or bus in Asia .
1301532463.jpg; Two women on a subway talking while standing .
1301532463.jpg; Commuters on a train in Asia wait to arrive at their stop .
4487408903.jpg; A woman sitting on the ground at a marina .
4487408903.jpg; A woman at a beech with a bike .
4487408903.jpg; A woman is sitting on the road next to her bicycle .
4756060695.jpg; People milling around on corner of city street .
4756060695.jpg; people walking outside a transport station .
4756060695.jpg; Women are walking on the sidewalk in a city .
1486399999.jpg; A man sawing wood on a fence .
1486399999.jpg; A man saws through a piece of wood to repair a fence .
1486399999.jpg; A man in a blue jacket is sawing a piece of wood in half .
6082212650.jpg; A man in a hat leans on a partially constructed wooden structure .
6082212650.jpg; A man in a black hat standing next to a uncompleted structure .
6082212650.jpg; An Amish man standing next to a barn .
