image;caption
2656914235.jpg; A large group of people are sitting on the ground and in chairs over a grassy area .
5639026536.jpg; Two men on a couch and two men in chairs have laptops in front of them .
337378227.jpg; A man wearing a brown hoodie is shopping for snacks .
2565685680.jpg; A black animal or two are in the water .
3654674895.jpg; Multicultural group of adults at a gathering , one man with tattoos is throwing something .
86120374.jpg; A tanned man with white hair wearing plastic gloves making cotton candy in front of a small fair with parents and children .
2899089320.jpg; A little girl on a red jungle gym .
4834218911.jpg; A child is playing the accordion in front of Christian Dior .
3561314880.jpg; a dirty looking man standing in front of an overfilled red grocery chart
3178447947.jpg; A little kid in red has a green Easter pail on their head .
4069319969.jpg; A bride and groom , who has curly hair and is wearing a kilt , are cutting their wedding cake .
7425128736.jpg; Three bicyclists in blue uniforms prepare for the start of a race .
4139373408.jpg; Men sit at a table with name tags and in front of a large sign .
2148607546.jpg; A woman wearing surgical gloves is preparing to examine a boy who is in a dental chair wearing blue rimmed sunglasses .
3904607307.jpg; Men in traditional dress stand outside .
4643835607.jpg; A coated middle-aged man looks through a telescope at the sky at night .
4725077313.jpg; Two women enjoying a pair of drinks outside .
4866857449.jpg; A child in an orange shirt is running .
4515995064.jpg; Two younger women , one holding a small blond girl on her lap , watch as an elderly woman plays Chinese checkers against an opponent in a blue shirt whose back is to the camera .
3465791729.jpg; Two gondola operators sit along a road in Italy .
1262583859.jpg; A man in a bright green shirt and sunglasses is riding a bicycle through the streets whilst drinking a latte .
824123145.jpg; People walk outside on a wooden walkway .
4326555575.jpg; A bull rider is in midair , falling off his bull who 's back feet are high in the air .
3274375509.jpg; A woman is carrying a sleeping baby in a sling on her chest .
3331525712.jpg; A man in blue jeans is sitting on the shoulders of another person as he interacts with a woman performer on stage at a concert .
3526805681.jpg; A man holding a sign with a dog on a leash .
4609788189.jpg; A teenage boy gets a lot of air on his bike at a bike course .
2758599631.jpg; While traveling , a woman in a black jacket is resting on the shoulder of a man in a black jacket .
4915394257.jpg; These girls are swimming in the ocean .
8192398089.jpg; A modern dancer is holding a pose in the foreground and another dancer is in the background .
3344526059.jpg; There is a hockey player in the middle of a game .
3861754914.jpg; A person in a white hat is painting a mural .
4553449352.jpg; A man wearing a hat plays guitar for a group of people outside at night .
465942523.jpg; Two men are asleep on a bus .
143263604.jpg; A group of girls sitting on blankets in a park area reading books .
4769459188.jpg; A man in a black NFL jersey holds a large pile of PS3 games while a man holds a boom mike over him with a crowd in the background that includes a man in a large dog costume .
745966757.jpg; A young girl with rollerblades and green foliage in the background .
378998340.jpg; A boy plays his trumpet during a performance with his band .
375392855.jpg; The woman in the yellow jacket is riding on snow skates .
4479231616.jpg; A woman in a fur coat and a black hat and a gentleman in a brown coat are sitting at an outdoor table .
4633043171.jpg; An old man wearing a gray jacket is looking at a red bus on the street next to a large sign .
2709275718.jpg;" A man with a Mohawk and a shirt saying "" -ependent "" faces the camera"
345684566.jpg; A dog with floppy ears walking towards the camera in the woods .
2629027962.jpg; A child with her head in a cut out of a cow .
2989210278.jpg; Military arrest a man in the middle of the street .
1472882567.jpg; Four people climbing a hill in the snow .
1761060826.jpg; A man in sitting in a wheelchair located in a garden while holding a cane .
4467634558.jpg; Three children pose outdoors on a hike .
1891510004.jpg; A man picking up stones at the beach .
2999087100.jpg; A man is reading something on a computer screen
4044342247.jpg; high school football band practice
3020786031.jpg; Two little boys playing around a blue truck .
115684808.jpg; Three people in the snow put their gear in order .
3334953664.jpg; A baseball player strains to throw a ball .
2447017958.jpg; A little girl with brown hair blowing kisses at a butterfly in her hand .
5465722830.jpg; A woman is shopping for fresh food at an outdoor market .
3241531692.jpg; An African woman in a brightly colored dress is playing her drum .
503486811.jpg; Warehouse workers enjoying a company luncheon during a meeting .
4758944537.jpg; A man with dark sunglasses sings into a microphone .
6902201445.jpg; A man in a yellow jersey with a large mustache is playing hockey outside .
2257631407.jpg; Two peoplw with top of heads on grass .
2382950929.jpg; People standing on rocks by a river .
2465218087.jpg; A person in red and blue holding a paddle in front of a yellow canoe in the water .
4884189834.jpg; A man on a lift inspects the facade of a building .
4931289200.jpg; A woman riding a horse is chasing a cow .
4809880189.jpg; A musical band made up of mostly wind instruments .
3205889772.jpg; The woman with blond-hair is posing with a large ax .
894964960.jpg; A man with a backpack is observing an alligator .
2721004585.jpg; A man in white with a gold belt is riding a bucking creme colored horse .
4259979213.jpg; little guy rock climbing the wall .
617999370.jpg; A Corona sign and Bud Light Ashtray adorn a stilted building with a man in a yellow polo standing on the right .
299309703.jpg; A woman giving a baby a bath in a specialized baby bather .
164969525.jpg; Three teenagers in a subway playing around .
306839655.jpg; A group of people plays a game on the floor of a living room while a TV plays in the background .
339543804.jpg; A man wearing a black shirt and eyeglasses is raising his hands while seated at a poker table .
327621377.jpg; A black dog holds a tire and a ball in his mouth as another follows him .
2437917174.jpg; An African-American woman filling out papers .
2577450794.jpg; A man is mixing something in a very large bowl .
524105255.jpg; Blond lady looks at Space Needle
5757492662.jpg; A ballet dancer in a blue leotard doing a back-bend with her left hand extended .
3606942887.jpg; A swimmer doing the breaststroke in a pool .
3701226275.jpg; A boy with a yellow shirt and light brown shorts is posing with a long dipping spoon in each hand .
1765164972.jpg; A profile of a young person with a punk hairstyle and pierced ear and nose in a cowboy shirt .
1873155511.jpg; a man with a young child playing with the man at a barber shop
4175738621.jpg; One man who is wearing a white robe and is very focused with something on his head .
4814330143.jpg; Two woman , both of which are wearing black shirts , are eating .
2676292940.jpg; This young girl is enjoying the innocence of childhood and warm weather .
4967328828.jpg; A bikini-clad female is sunbathing near a body of water
7661766322.jpg; A hockey player in a blue shirt scoring a goal against a team in white shirts .
2800934095.jpg; A dachshund returning a tennis ball .
3132832452.jpg; A family surrounds a baby in the father 's lap .
2863539038.jpg; A man preparing food on a grill .
317488612.jpg; White dog running through snow
42153946.jpg; Man in blue shirt focusing on grilling hamburgers .
7148403727.jpg; Hurdlers fall down in an empty arena as they race to the finish .
3640109324.jpg; Men carry a small structure on their shoulders while others play instruments behind .
310213587.jpg; A man is standing next to a bench drinking a soda while other people sit on a bench nearby .
